m_aiueoID:int,m_kindID:int,m_name,m_type,m_comment,m_usage
274,291,はじゃのつるぎ,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
239,292,ドラゴンキラー,ぶき,こうげきりょく,ドラゴンなどに よりダメージを あたえられる
503,293,ゆうわくの剣,ぶき,こうげきりょく,ときどき ねらったてきを こんらんさせる
442,294,まどろみの剣,ぶき,こうげきりょく,ときどき ねらったてきを ねむらせる
284,295,はやぶさの剣,ぶき,こうげきりょく,いちどに２かい こうげきできる
83,296,きせきのつるぎ,ぶき,こうげきりょく,こうげきのとき じぶんのＨＰを かいふく
180,297,ゾンビキラー,ぶき,こうげきりょく,ゾンビなどに よりダメージを あたえられる
403,298,ふぶきのつるぎ,ぶき,こうげきりょく,ふぶきに よわいてきに つよいダメージ
407,299,プラチナソード,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
486,300,メタルキングの剣,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
427,301,炎のつるぎ,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
18,302,いばらのムチ,ぶき,こうげきりょく,てきグループに こうげきできる
197,303,チェーンクロス,ぶき,こうげきりょく,てきグループに こうげきできる
492,304,モーニングスター,ぶき,こうげきりょく,てきグループに こうげきできる
271,305,はがねのムチ,ぶき,こうげきりょく,てきグループに こうげきできる
104,306,グリンガムのムチ,ぶき,こうげきりょく,てきグループに こうげきできる
211,307,月のおうぎ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
188,308,たいようのおうぎ,ぶき,こうげきりょく,てきグループに こうげきできる
295,309,ブーメラン,ぶき,こうげきりょく,てきぜんいんに こうげきできる
495,310,やいばのブーメラン,ぶき,こうげきりょく,てきぜんいんに こうげきできる
473,311,みなごろしの剣,ぶき,こうげきりょく,なにかキケンな においがする
268,312,はかいの鉄球,ぶき,こうげきりょく,てきぜんいんに こうげきできる
10,313,いかずちの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
227,314,てんばつの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
444,315,まふうじの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
431,316,マグマの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
402,317,ふっかつの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
25,318,海なりの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
428,319,炎のブーメラン,ぶき,こうげきりょく,てきぜんいんに こうげきできる
219,320,鉄のツメ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
426,321,炎のツメ,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
117,322,こおりのやいば,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
12,323,石のキバ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
269,324,はがねのキバ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
49,325,オリハルコンのキバ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
1,326,あくまのツメ,ぶき,こうげきりょく,ときどき ねらったてきを どくにおかす
433,327,まじゅうのキバ,ぶき,こうげきりょく,ときどき ねらったてきを マヒさせる
39,328,おおきづち,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
38,329,おおかなづち,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
277,330,バトルアックス,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
20,331,ウォーハンマー,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
436,332,まじんのかなづち,ぶき,こうげきりょく,ミスしやすいが てきにあたれば だいダメージ
508,333,らいめいの剣,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
255,334,のこぎり刀,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
235,335,どくばり,ぶき,こうげきりょく,きゅうしょを うまくつけば いちげき
96,336,キラーピアス,ぶき,こうげきりょく,いちどに２かい こうげきできる
213,337,デーモンスピア,ぶき,こうげきりょく,きゅうしょを うまくつけば いちげき
290,338,ビッグボウガン,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
171,339,せいなるナイフ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
221,340,鉄のやり,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
217,341,鉄のオノ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
440,342,まどうしの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
41,343,おおばさみ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
129,344,さざなみの剣,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
267,345,はかいのつるぎ,ぶき,こうげきりょく,なにかキケンな においがする
493,346,もろはのつるぎ,ぶき,こうげきりょく,なにかキケンな においがする
28,347,えいゆうの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
125,348,ゴディアスの剣,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
435,349,まじんのオノ,ぶき,こうげきりょく,ミスしやすいが てきにあたれば だいダメージ
130,350,さばきの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
275,351,バスタードソード,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
513,352,ルーンスタッフ,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
112,353,けんじゃの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
253,354,ねむりの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
2,355,アサシンダガー,ぶき,こうげきりょく,きゅうしょを うまくつけば いちげき
418,356,ホーリーランス,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
285,357,パワーナックル,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
240,358,ドラゴンクロウ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
434,359,まじゅうのツメ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
242,360,ドラゴンテイル,ぶき,こうげきりょく,てきグループに こうげきできる
40,361,王者のつるぎ,ぶき,こうげきりょく,とくしゅ こうかは ないようだ
140,362,しゅくふくの杖,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
45,363,オチェアーノの剣,ぶき,こうげきりょく,とくしゅな ちからで てきをこうげき
506,364,ようせいの剣,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
504,365,ユバールの剣,ぶき,こうげきりょく,ときどき ねらったてきを おどらせる
153,366,水竜の剣,ぶき,こうげきりょく,たたかいのとき どうぐとしても つかえる
258,367,のろわれたつるぎ１,ぶき,こうげきりょく,
190,368,ただの布きれ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
252,369,布の服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
191,370,たびびとの服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
70,371,カメのこうら,よろい,しゅびりょく,とくしゅ こうかは ないようだ
73,372,皮のこしまき,よろい,しゅびりょく,とくしゅ こうかは ないようだ
78,373,皮のよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
27,374,うろこのよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
109,375,毛皮のマント,よろい,しゅびりょく,とくしゅ こうかは ないようだ
75,376,皮のドレス,よろい,しゅびりょく,とくしゅ こうかは ないようだ
102,377,くさりかたびら,よろい,しゅびりょく,とくしゅ こうかは ないようだ
220,378,鉄のむねあて,よろい,しゅびりょく,とくしゅ こうかは ないようだ
169,379,せいどうのよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
222,380,鉄のよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
272,381,はがねのよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
243,382,ドラゴンメイル,よろい,しゅびりょく,ほのおなど のダメージを かるくできる
496,383,やいばのよろい,よろい,しゅびりょく,ときどき うけたダメージ をはねかえす
100,384,ぎんのむねあて,よろい,しゅびりょく,とくしゅ こうかは ないようだ
451,385,まほうのよろい,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
146,386,シルバーメイル,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
429,387,炎のよろい,よろい,しゅびりょく,じゅもんや ふぶきダメージ をかるくできる
150,388,しんぴのよろい,よろい,しゅびりょく,たたかいのとき しぜんに ＨＰがかいふく
437,389,まじんのよろい,よろい,しゅびりょく,なにかキケンな においがする
477,390,ミラーアーマー,よろい,しゅびりょく,ときどき うけたじゅもん をはねかえす
489,391,メタルキングよろい,よろい,しゅびりょく,ほのおやふぶき のダメージを かるくできる
161,392,スライムの服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
156,393,ステテコパンツ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
84,394,きぞくの服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
173,395,せいれいのよろい,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
159,396,スライムアーマー,よろい,しゅびりょく,とくしゅ こうかは ないようだ
81,397,ギガントアーマー,よろい,しゅびりょく,ほのおやふぶき のダメージを かるくできる
432,398,マジカルスカート,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
87,399,きぬのローブ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
46,400,おどりこの服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
468,401,みかわしの服,よろい,しゅびりょく,ときどき てきのこうげき をかわす
470,402,みずのはごろも,よろい,しゅびりょく,じゅもんや ほのおダメージ をかるくできる
400,403,ふしぎなボレロ,よろい,しゅびりょく,うけたじゅもん のＭＰをたまに きゅうしゅう
289,404,ひかりのドレス,よろい,しゅびりょく,ときどき うけたじゅもん をはねかえす
225,405,天使のレオタード,よろい,しゅびりょく,しのじゅもんに かかりにくい
409,406,プラチナメイル,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
441,407,まどうしのローブ,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
410,408,プリンセスローブ,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
244,409,ドラゴンローブ,よろい,しゅびりょく,あらゆる ダメージを かるくできる
3,410,あつでのよろい,よろい,しゅびりょく,ほのおやふぶき のダメージを かるくできる
86,411,きぬのタキシード,よろい,しゅびりょく,とくしゅ こうかは ないようだ
505,412,ゆめのキャミソール,よろい,しゅびりょく,おもわず みとれるほど セクシー
280,413,バニースーツ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
276,414,はでな服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
53,415,かいぞくの服,よろい,しゅびりょく,とくしゅ こうかは ないようだ
450,416,まほうの法衣,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
136,417,じごくのよろい,よろい,しゅびりょく,なにかキケンな においがする
158,418,スパンコールドレス,よろい,しゅびりょく,とくしゅ こうかは ないようだ
143,419,シルクのビスチェ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
115,420,こうらのよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
265,421,バイキングアーマー,よろい,しゅびりょく,とくしゅ こうかは ないようだ
226,422,天使のローブ,よろい,しゅびりょく,しのじゅもんに かかりにくい
63,423,風のローブ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
43,424,おしゃれなスーツ,よろい,しゅびりょく,とくしゅ こうかは ないようだ
263,425,パーティードレス,よろい,しゅびりょく,とくしゅ こうかは ないようだ
499,426,やみのころも,よろい,しゅびりょく,ときどき てきのこうげき をかわす
149,427,しんぴのビスチェ,よろい,しゅびりょく,あるくごとに ＨＰが かいふくする
192,428,ダンシングメイル,よろい,しゅびりょく,ときどき てきのこうげき をかわす
51,429,ガイアーラのよろい,よろい,しゅびりょく,じゅもんほのお のダメージを かるくできる
35,430,王家のよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
95,431,清きころも,よろい,しゅびりょく,じゅもんによる ダメージを かるくできる
7,432,アルマンのよろい,よろい,しゅびりょく,とくしゅ こうかは ないようだ
259,433,のろわれたふく１,よろい,しゅびりょく,
74,434,皮のたて,たて,しゅびりょく,とくしゅ こうかは ないようだ
26,435,うろこのたて,たて,しゅびりょく,とくしゅ こうかは ないようだ
168,436,せいどうのたて,たて,しゅびりょく,とくしゅ こうかは ないようだ
218,437,鉄のたて,たて,しゅびりょく,ほのおやふぶき のダメージを かるくできる
449,438,まほうのたて,たて,しゅびりょく,じゅもんによる ダメージを かるくできる
241,439,ドラゴンシールド,たて,しゅびりょく,ほのおやふぶき のダメージを かるくできる
425,440,炎のたて,たて,しゅびりょく,じゅもんや ふぶきダメージ をかるくできる
203,441,ちからのたて,たて,しゅびりょく,たたかいのとき どうぐとしても つかえる
294,442,風神のたて,たて,しゅびりょく,たたかいのとき どうぐとしても つかえる
467,443,みかがみのたて,たて,しゅびりょく,じゅもんや ほのおダメージ をかるくできる
48,444,おなべのフタ,たて,しゅびりょく,とくしゅ こうかは ないようだ
145,445,シルバートレイ,たて,しゅびりょく,とくしゅ こうかは ないようだ
282,446,はめつのたて,たて,しゅびりょく,なにかキケンな においがする
37,447,オーガシールド,たて,しゅびりょく,あらゆる ダメージを かるくできる
487,448,メタルキングのたて,たて,しゅびりょく,あらゆる ダメージを かるくできる
406,449,プラチナシールド,たて,しゅびりょく,じゅもんや ほのおダメージ をかるくできる
248,450,なげきのたて,たて,しゅびりょく,なにかキケンな においがする
245,451,トルナードのたて,たて,しゅびりょく,じゅもんや ふぶきダメージ をかるくできる
85,452,キトンシールド,たて,しゅびりょく,とくしゅ こうかは ないようだ
430,453,ホワイトシールド,たて,しゅびりょく,とくしゅ こうかは ないようだ
246,454,ドルフィンシールド,たて,しゅびりょく,つなみの ダメージを かるくできる
116,455,こおりのたて,たて,しゅびりょく,ほのおの ダメージを かるくできる
257,456,のろわれたたて１,たて,しゅびりょく,
247,457,とんがりぼうし,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
76,458,皮のぼうし,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
90,459,木のぼうし,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
52,460,かいがらぼうし,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
108,461,毛皮のフード,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
215,462,鉄かぶと,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
216,463,てっかめん,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
415,464,ヘアバンド,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
98,465,ぎんのかみかざり,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
62,466,風のぼうし,かぶと,しゅびりょく,キメラのつばさ みたいにも つかえる
135,467,しあわせのぼうし,かぶと,しゅびりょく,あるくごとに すこしずつ ＭＰがかいふく
210,468,ちりょくのかぶと,かぶと,しゅびりょく,そうびしてると かしこくなる
36,469,黄金のティアラ,かぶと,しゅびりょく,いやなじゅもん にかかりにくい
106,470,グレートヘルム,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
488,471,メタルキングヘルム,かぶと,しゅびりょく,いやなじゅもん にかかりにくい
498,472,やまびこのぼうし,かぶと,しゅびりょく,となえた じゅもんが やまびことなる
22,473,うさみみバンド,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
223,474,デュゴンのかぶと,かぶと,しゅびりょく,マホトーンや メダパニに かかりにくい
408,475,プラチナヘッド,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
399,476,ふしぎなぼうし,かぶと,しゅびりょく,すくないＭＰで じゅもんが となえられる
94,477,キャプテンハット,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
182,478,ターバン,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
262,479,バーサカヘルム,かぶと,しゅびりょく,なにかキケンな かんじがする
266,480,バイキングメット,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
144,481,シルクハット,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
471,482,ミスリルヘルム,かぶと,しゅびりょく,とくしゅ こうかは ないようだ
296,483,フエーゴのかぶと,かぶと,しゅびりょく,ラリホーやザキ メダパニに かかりにくい
206,484,ちしきのぼうし,かぶと,かしこさ,あたまが よくなる ぼうし
260,485,のろわれたぼうし１,かぶと,しゅびりょく,
421,486,ほしふるうでわ,そうしょくひん,すばやさ,すばやさが なんと ２ばい！！
283,487,はやてのリング,そうしょくひん,すばやさ,すばやさが アップする
420,488,ほしのかけら,そうしょくひん,かっこよさ,たたかいのとき どうぐとしても つかえる
485,489,メガンテのうでわ,そうしょくひん,しゅびりょく,そうびしてると もしものときに こうかがある
479,490,メガザルのうでわ,そうしょくひん,しゅびりょく,そうびしてると もしものときに こうかがある
162,491,スライムピアス,そうしょくひん,こうげきりょく,とくしゅ こうかは ないようだ
72,492,ガラスのくつ,そうしょくひん,かっこよさ,とくしゅ こうかは ないようだ
99,493,金のブレスレット,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
292,494,ピンクパール,そうしょくひん,かっこよさ,とくしゅ こうかは ないようだ
4,495,あみタイツ,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
209,496,ちょうネクタイ,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
464,497,まもりのルビー,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
44,498,おしゃれなバンダナ,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
17,499,いのりのゆびわ,そうしょくひん,しゅびりょく,つかうと じぶんのＭＰを すこしかいふく
484,500,女神のゆびわ,そうしょくひん,かしこさ,あるくごとに すこしずつ ＭＰがかいふく
134,501,しあわせのくつ,そうしょくひん,かっこよさ,あるくごとに けいけんちが すこしあがる
16,502,命のゆびわ,そうしょくひん,しゅびりょく,あるくごとに すこしずつ ＨＰがかいふく
205,503,ちからのゆびわ,そうしょくひん,こうげきりょく,とくしゅ こうかは ないようだ
21,504,うさぎのしっぽ,そうしょくひん,かっこよさ,とくしゅ こうかは ないようだ
137,505,しっぷうのバンダナ,そうしょくひん,すばやさ,とくしゅ こうかは ないようだ
50,506,ガーターベルト,そうしょくひん,しゅびりょく,とくしゅ こうかは ないようだ
113,507,ごうけつのうでわ,そうしょくひん,こうげきりょく,とくしゅ こうかは ないようだ
19,508,インテリめがね,そうしょくひん,かしこさ,とくしゅ こうかは ないようだ
412,509,古びたメガネ,そうしょくひん,ひつようなとき つかおう,だれのもの だろう？
251,510,人魚の月,そうしょくひん,かっこよさ,たたかいのとき こんらんを なおす
424,511,炎のアミュレット,そうしょくひん,こうげきりょく,たたかいのとき どうぐとしても つかえる
185,512,大地のアミュレット,そうしょくひん,しゅびりょく,たたかいのとき どうぐとしても つかえる
61,513,風のアミュレット,そうしょくひん,すばやさ,たたかいのとき どうぐとしても つかえる
469,514,水のアミュレット,そうしょくひん,しゅびりょく,たたかいのとき どうぐとしても つかえる
121,515,ゴスペルリング,そうしょくひん,しゅびりょく,そうびしてると モンスターが おそってこない
474,516,みのまもりアップ,そうしょくひん,みのまもり,
